Systematic_name,Standard_name,Uniprot_id
YPL129W,TAF14,P35189
YPL130W,SPO19,Q03029
YPL131W,RPL5,P26321
YPL132W,COX11,P19516
YPL133C,RDS2,P19541
YPL134C,ODC1,Q03028
YPL135W,ISU1,Q03020
YPL136W,,O13519
YPL137C,GIP3,Q03016
YPL138C,SPP1,Q03012
YPL139C,UME1,Q03010
YPL140C,MKK2,P32491
YPL141C,FRK1,Q03002
YPL142C,,Q08916
YPL143W,RPL33A,P05744
YPL144W,POC4,Q12245
YPL145C,KES1,P35844
YPL146C,NOP53,Q12080
YPL147W,PXA1,P41909
YPL148C,PPT2,Q12036
YPL149W,ATG5,Q12380
YPL150W,,Q12152
YPL151C,PRP46,Q12417
YPL152W,RRD2,Q12461
YPL153C,RAD53,P22216
YPL154C,PEP4,P07267
YPL155C,KIP2,P28743
YPL156C,PRM4,Q12498
YPL157W,TGS1,Q12052
YPL158C,AIM44,Q99299
YPL159C,PET20,Q99373
YPL160W,CDC60,P26637
YPL161C,BEM4,P39011
YPL162C,,Q12042
YPL163C,SVS1,Q12254
YPL164C,MLH3,Q12083
YPL165C,SET6,Q12529
YPL166W,ATG29,Q12092
YPL167C,REV3,P14284
YPL168W,MRX4,Q12467
YPL169C,MEX67,Q99257
YPL170W,DAP1,Q12091
YPL171C,OYE3,P41816
YPL172C,COX10,P21592
YPL173W,MRPL40,P36534
YPL174C,NIP100,P33420
YPL175W,SPT14,P32363
YPL176C,TRE1,Q08919
YPL177C,CUP9,P41817
YPL178W,CBC2,Q08920
YPL179W,PPQ1,P32945
YPL180W,TCO89,Q08921
YPL181W,CTI6,Q08923
YPL182C,,Q08922
YPL183C,RTT10,Q08924
YPL184C,MRN1,Q08925
YPL185W,,Q08927
YPL186C,UIP4,Q08926
YPL187W,MF(ALPHA)1,P01149
YPL188W,POS5,Q06892
YPL189W,GUP2,Q08929
YPL190C,NAB3,P38996
YPL191C,,Q08930
YPL192C,PRM3,Q08931
YPL193W,RSA1,Q08932
YPL194W,DDC1,Q08949
YPL195W,APL5,Q08951
YPL196W,OXR1,Q08952
YPL197C,,Q08953
YPL198W,RPL7B,Q12213
YPL199C,,Q08954
YPL200W,CSM4,Q08955
YPL201C,YIG1,Q08956
YPL202C,AFT2,Q08957
YPL203W,TPK2,P06245
YPL204W,HRR25,P29295
YPL205C,,Q08958
YPL206C,PGC1,Q08959
YPL207W,TYW1,Q08960
YPL208W,RKM1,Q08961
YPL209C,IPL1,P38991
YPL210C,SRP72,P38688
YPL211W,NIP7,Q08962
YPL212C,PUS1,Q12211
YPL213W,LEA1,Q08963
YPL214C,THI6,P41835
YPL215W,CBP3,P21560
YPL216W,,Q08964
YPL217C,BMS1,Q08965
YPL218W,SAR1,P20606
YPL219W,PCL8,Q08966
YPL220W,RPL1A,P0CX43
YPL221W,FLC1,Q08967
YPL222W,FMP40,Q08968
YPL223C,GRE1,Q08969
YPL224C,MMT2,Q08970
YPL225W,,Q08971
YPL226W,NEW1,Q08972
YPL227C,ALG5,P40350
YPL228W,CET1,O13297
YPL229W,,Q99395
YPL230W,USV1,Q12132
YPL231W,FAS2,P19097
YPL232W,SSO1,P32867
YPL233W,NSL1,Q12143
YPL234C,VMA11,P32842
YPL235W,RVB2,Q12464
YPL236C,ENV7,Q12003
YPL237W,SUI3,P09064
YPL238C,,Q99401
YPL239W,YAR1,P46683
YPL240C,HSP82,P02829
YPL241C,CIN2,P46670
YPL242C,IQG1,Q12280
YPL243W,SRP68,P38687
YPL244C,HUT1,Q12520
YPL245W,,Q12179
YPL246C,RBD2,Q12270
YPL247C,,Q12523
YPL248C,GAL4,P04386
YPL249C,GYP5,Q12344
YPL250C,ATG41,Q12048
YPL251W,,Q12058
YPL252C,YAH1,Q12184
YPL253C,VIK1,Q12045
YPL254W,HFI1,Q12060
YPL255W,BBP1,Q12365
YPL256C,CLN2,P20438
YPL257W,,Q12414
YPL258C,THI21,Q08975
YPL259C,APM1,Q00776
YPL260W,CUB1,Q08977
YPL261C,,Q08976
YPL262W,FUM1,P08417
YPL263C,KEL3,Q08979
YPL264C,,Q08980
YPL265W,DIP5,P53388
YPL266W,DIM1,P41819
YPL267W,ACM1,Q08981
YPL268W,PLC1,P32383
YPL269W,KAR9,P32526
YPL270W,MDL2,P33311
YPL271W,ATP15,P21306
YPL272C,PBI1,P53844
YPL273W,SAM4,Q08985
YPL274W,SAM3,Q08986
YPL277C,,Q08989
YPL278C,,Q08990
YPL279C,FEX2,Q08991
YPL280W,HSP32,Q08992
YPL281C,ERR2,P0CX11
YPL282C,PAU22,P0CE87
YPL283C,YRF1-7,P0CX15
YPR001W,CIT3,P43635
YPR002W,PDH1,Q12428
YPR003C,,P53394
YPR004C,AIM45,Q12480
YPR005C,HAL1,Q01766
YPR006C,ICL2,Q12031
YPR007C,REC8,Q12188
YPR008W,HAA1,Q12753
YPR009W,SUT2,Q12286
YPR010C,RPA135,P22138
YPR011C,,Q12251
YPR012W,,Q04203
YPR013C,CMR3,Q12145
YPR014C,,Q6B0W2
YPR015C,,Q12531
YPR016C,TIF6,Q12522
YPR017C,DSS4,P32601
YPR018W,RLF2,Q12495
YPR019W,MCM4,P30665
YPR020W,ATP20,Q12233
YPR021C,AGC1,Q12482
YPR022C,SDD4,Q12139
YPR023C,EAF3,Q12432
YPR024W,YME1,P32795
YPR025C,CCL1,P37366
YPR026W,ATH1,P48016
YPR027C,,Q12079
YPR028W,YOP1,Q12402
YPR029C,APL4,Q06708
YPR030W,CSR2,Q12734
YPR031W,NTO1,Q12311
YPR032W,SRO7,Q12038
YPR033C,HTS1,P07263
YPR034W,ARP7,Q12406
YPR035W,GLN1,P32288
YPR036W,VMA13,P41807
YPR037C,ERV2,Q12284
YPR038W,IRC16,Q6B0V8
YPR039W,,Q6B0W0
YPR040W,TIP41,Q12199
YPR041W,TIF5,P38431
YPR042C,PUF2,Q12221
YPR043W,RPL43A,P0CX25
YPR044C,OPI11,A0A023PZI1
YPR045C,THP3,Q12049
YPR046W,MCM16,Q12262
YPR047W,MSF1,P08425
YPR048W,TAH18,Q12181
YPR049C,ATG11,Q12527
YPR050C,,A0A023PZM3
YPR051W,MAK3,Q03503
YPR052C,NHP6A,P11632
YPR053C,,Q6Q5F3
YPR054W,SMK1,P41808
YPR055W,SEC8,P32855
YPR056W,TFB4,Q12004
YPR057W,BRR1,Q99177
YPR058W,YMC1,P32331
YPR059C,,P0C5E1
YPR060C,ARO7,P32178
YPR061C,JID1,Q12350
YPR062W,FCY1,Q12178
YPR063C,,Q12160
YPR064W,,Q12492
YPR065W,ROX1,P25042
YPR066W,UBA3,Q99344
YPR067W,ISA2,Q12425
YPR068C,HOS1,Q12214
YPR069C,SPE3,Q12074
YPR070W,MED1,Q12321
YPR071W,,Q12346
YPR072W,NOT5,Q12514
YPR073C,LTP1,P40347
YPR074C,TKL1,P23254
YPR075C,OPY2,Q06810
YPR076W,,O13582
YPR077C,,O13583
YPR078C,,Q06813
YPR079W,MRL1,Q06815
YPR080W,TEF1,P02994
YPR081C,GRS2,Q06817
YPR082C,DIB1,Q06819
YPR083W,MDM36,Q06820
YPR084W,,Q06821
YPR085C,ASA1,Q06822
YPR086W,SUA7,P29055
YPR087W,VPS69,O13584
YPR088C,SRP54,P20424
YPR089W,,O13585
YPR091C,NVJ2,Q06833
YPR092W,,O13586
YPR093C,ASR1,Q06834
YPR094W,RDS3,Q06835
YPR095C,SYT1,Q06836
YPR096C,,O13587
YPR097W,,Q06839
YPR098C,,Q06089
YPR099C,,O13548
YPR100W,MRPL51,Q06090
YPR101W,SNT309,Q06091
YPR102C,RPL11A,P0C0W9
YPR103W,PRE2,P30656
YPR104C,FHL1,P39521
YPR105C,COG4,Q06096
YPR106W,ISR1,Q06098
YPR107C,YTH1,Q06102
YPR108W,RPN7,Q06103
YPR109W,,Q06104
YPR110C,RPC40,P07703
YPR111W,DBF20,P32328
YPR112C,MRD1,Q06106
YPR113W,PIS1,P06197
YPR114W,,Q06107
YPR115W,RGC1,Q06108
YPR116W,RRG8,Q06109
YPR117W,,Q06116
YPR118W,MRI1,Q06489
YPR119W,CLB2,P24869
YPR120C,CLB5,P30283
YPR121W,THI22,Q06490
YPR122W,AXL1,P40851
YPR123C,,O13566
YPR124W,CTR1,P49573
YPR125W,YLH47,Q06493
YPR126C,,O13567
YPR127W,,Q06494
YPR128C,ANT1,Q06497
YPR129W,SCD6,P45978
YPR130C,,O13568
YPR131C,NAT3,Q06504
YPR132W,RPS23B,P0CX30
YPR133C,SPN1,Q06505
YPR134W,MSS18,P08593
YPR135W,CTF4,Q01454
YPR136C,,O13569
YPR137W,RRP9,Q06506
YPR138C,MEP3,P53390
YPR139C,LOA1,Q06508
YPR140W,TAZ1,Q06510
YPR141C,KAR3,P17119
YPR142C,,O13570
YPR143W,RRP15,Q06511
YPR144C,NOC4,Q06512
YPR145W,ASN1,P49089
YPR146C,,O13571
YPR147C,,Q06522
YPR148C,,Q06523
YPR149W,NCE102,Q12207
YPR150W,,O13572
YPR151C,SUE1,Q06524
YPR152C,URN1,Q06525
YPR153W,24-May,Q06537
YPR154W,PIN3,Q06449
YPR155C,NCA2,Q12374
YPR156C,TPO3,Q06451
YPR157W,TDA6,Q06466
YPR158W,CUR1,Q06469
YPR159W,KRE6,P32486
YPR160W,GPH1,P06738
YPR161C,SGV1,P23293
YPR162C,ORC4,P54791
YPR163C,TIF3,P34167
YPR164W,MMS1,Q06211
YPR165W,RHO1,P06780
YPR166C,MRP2,P10663
YPR167C,MET16,P18408
YPR168W,NUT2,Q06213
YPR169W,JIP5,Q06214
YPR170C,,A0A023PYK2
YPR171W,BSP1,Q06604
YPR172W,,Q06608
YPR173C,VPS4,P52917
YPR174C,,Q06616
YPR175W,DPB2,P24482
YPR176C,BET2,P20133
YPR177C,,O13575
YPR178W,PRP4,P20053
YPR179C,HDA3,Q06623
YPR180W,AOS1,Q06624
YPR181C,SEC23,P15303
YPR182W,SMX3,P54999
YPR183W,DPM1,P14020
YPR184W,GDB1,Q06625
YPR185W,ATG13,Q06628
YPR186C,PZF1,P39933
YPR187W,RPO26,P20435
YPR188C,MLC2,Q06580
YPR189W,SKI3,P17883
YPR190C,RPC82,P32349
YPR191W,QCR2,P07257
YPR192W,AQY1,P0CD91
YPR193C,HPA2,Q06592
YPR194C,OPT2,Q06593
YPR195C,,Q06594
YPR196W,,Q06595
YPR197C,,A0A023PXI5
YPR198W,SGE1,P33335
YPR199C,ARR1,Q06596
YPR200C,ARR2,Q06597
YPR201W,ARR3,Q06598
YPR202W,,Q08993
YPR203W,,Q08994
YPR204W,,Q08995
YEL077C,,Q3E7X8
YLR390W-A,CCW14,O13547
YDL045W-A,MRP10,O75012
YOR008C-A,,Q3E7B9
YIL009C-A,EST3,Q03096
YPR133W-A,TOM5,P80967
YLR438C-A,LSM3,P57743
YKR035W-A,DID2,P69771
YFL034C-A,RPL22B,P43563
YFR032C-A,RPL29,P05747
YPL249C-A,RPL36B,O14455
YCR020W-B,HTL1,Q9URQ5
YCL001W-A,,P87012
YCR028C-A,RIM1,P32445
YCR087C-A,,P37263
YPL183W-A,RTC6,O14464
YER039C-A,,P0CD97
YBL091C-A,SCS22,Q6Q595
YBL107W-A,,Q6B113
YCR018C-A,,Q96VH1
YCR102W-A,,Q96VG5
YDL130W-A,STF1,P01098
YDR034C-A,,Q12472
YDR034W-B,,Q6Q5X2
YDR363W-A,SEM1,O94742
YDR525W-A,SNA2,P56508
YER048W-A,ISD11,Q6Q560
YER091C-A,,P05694
YER138W-A,,P0C270
YGR122C-A,,P0C5N2
YIR020W-A,,Q03886
YKL033W-A,,Q86ZR7
YKL053C-A,MDM35,O60200
YKL162C-A,,P0C5P4
YLL018C-A,COX19,Q3E731
YLR262C-A,TMA7,Q3E764
YML081C-A,ATP18,P81450
YMR046W-A,,Q6B0Y5
YMR158C-A,,Q3E843
YMR194C-A,,P0C5Q6
YNR032C-A,HUB1,Q6Q546
YOL013W-B,,Q870I1
YOR298C-A,MBF1,O14467
YPR002C-A,,Q6B0V7
YDR322C-A,TIM11,P81449
YEL020W-A,TIM9,O74700
Q0010,,Q9ZZX9
Q0017,,Q9ZZX8
Q0032,,Q9ZZX7
Q0045,COX1,P00401
Q0050,AI1,P03875
Q0055,AI2,P03876
Q0060,AI3,P03877
Q0065,AI4,P03878
Q0070,AI5_ALPHA,Q9ZZX1
Q0075,AI5_BETA,Q9ZZX0
Q0080,ATP8,P00856
Q0085,ATP6,P00854
Q0092,,Q35811
Q0105,COB,P00163
Q0110,BI2,P03873
Q0115,BI3,Q9ZZW7
Q0120,BI4,P03879
Q0130,OLI1,P61829
Q0140,VAR1,P02381
Q0142,,Q9ZZW4
Q0143,,Q9ZZW3
Q0144,,Q9ZZW2
Q0160,SCEI,P03882
Q0182,,Q9ZZW1
Q0250,COX2,P00410
Q0255,,P03881
Q0275,COX3,P00420
Q0297,,Q9ZZV8
YOL077W-A,ATP19,P81451
YJR135W-A,TIM8,P57744
YHR072W-A,NOP10,Q6Q547
YML058W-A,HUG1,Q6Q5K6
YBL059C-A,CMC2,Q3E7A4
YHR132W-A,IGO2,Q9P305
YBR058C-A,TSC3,Q3E790
YBR085C-A,,O43137
YER053C-A,,Q3E7B0
YMR122W-A,,Q3E842
YNR034W-A,EGO4,Q3E841
YOR396W,YRF1-8,P0CX22
YCL057C-A,MIC10,Q96VH5
YCL026C-B,HBN1,Q96VH4
YCL021W-A,,P39940
YAL044W-A,BOL1,Q3E793
YBL071W-A,KTI11,Q3E840
YDL085C-A,,Q3E7B7
YER014C-A,BUD25,P85052
YBL029C-A,,Q3E756
YBL108C-A,PAU9,Q3E770
YBR103C-A,,P0C5L3
YBR191W-A,,Q02753
YBR233W-A,DAD3,P69850
YCL001W-B,,Q96VH2
YCR038W-A,,Q96VG8
YDL114W-A,,P0C5M5
YDL159W-A,,Q3E774
YDL185C-A,,P0C5M4
YDL240C-A,,P0C5L8
YDL247W-A,,P53048
YDR079C-A,TFB5,Q3E7C1
YDR320C-A,DAD4,P69851
YDR379C-A,SDH6,Q3E785
YFR012W-A,,Q3E838
YGL258W-A,,Q3E740
YGR271C-A,EFG1,Q3E705
YJL052C-A,,Q3E837
YJL062W-A,COA3,Q3E7B2
YJL127W-A,,P0C5P1
YJL156W-A,,P0C5N9
YKL018C-A,,Q3E7A7
YKL106C-A,,Q3E7A0
YKL165C-A,,P36051
YLR099W-A,MIM2,Q3E798
YLR149C-A,,P0C5P8
YLR363W-A,,Q3E747
YML007C-A,,Q3E7A6
YMR013W-A,,P0C5Q2
YNL067W-A,,P51401
YNL162W-A,,P0CX27
YNR001W-A,,P0C5Q7
YOL086W-A,MHF1,Q3E835
YOL159C-A,,Q3E769
YOR008W-B,,P0C5Q9
YOR314W-A,,P0C5R0
YPR016W-A,,P0C5R5
YPR074W-A,,P0C5R6
YCR097W-A,,Q96VG6
YBR255C-A,RCF3,Q3E776
YDR381C-A,,Q3E6R5
YER074W-A,YOS1,P0CX31
YKL138C-A,HSK3,P69852
YLR154W-C,TAR1,Q8TGM6
YPL096C-A,ERI1,P62651
YPR036W-A,SPO24,Q3E752
YER180C-A,SLO1,Q3E784
YCL005W-A,VMA9,Q3E7B6
YNL138W-A,YSF3,P0C074
YBR111W-A,SUS1,Q6WNK7
YIL156W-B,,Q2V2P4
YKR095W-A,PCC1,Q3E833
YJR112W-A,,P47149
YMR194C-B,CMC4,Q3E7A9
YPR170W-B,,P0C5R9
YOR072W-B,,Q3E832
YBL039W-B,,P0C268
YCL058W-A,ADF1,Q2V2Q1
YCR075W-A,EGO2,Q3E830
YDL160C-A,MHF2,Q3E829
YGR169C-A,LSO2,Q3E772
YJL127C-B,,Q3E828
YJR005C-A,LSO1,Q3E827
YKL068W-A,,Q02629
YLR307C-A,,Q3E825
YOR020W-A,,Q3E824
YPL189C-A,COA2,Q3E823
YAL016C-B,,P0C1V3
YBL008W-A,,Q3E821
YBL068W-A,,P0C5L1
YBR072C-A,,Q3E794
YBR076C-A,,P0C5L2
YBR196C-A,,Q3E820
YBR200W-A,,P29366
YCR108C,,Q3E819
YDL022C-A,,P0C5L6
YDR169C-A,,Q3E789
YDR182W-A,,P40986
YDR183C-A,,P0C5M3
YDR194W-A,,Q3E818
YDR246W-A,,Q03784
YDR406W-A,,Q04182
YEL020C-B,,P0C5M6
YEL050W-A,,P0C5M7
YER078W-A,,Q3E7A2
YFL041W-A,,Q3E817
YGL041C-B,,Q3E750
YGR121W-A,,Q3E816
YGR240C-A,,P16861
YHR086W-A,,Q00539
YHR175W-A,,P38865
YHR180C-B,,P0C5N5
YHR180W-A,,P0C5N8
YIL134C-A,,Q45U18
YJR151W-A,,Q3E775
YKL183C-A,,Q3E765
YLL006W-A,,P41800
YLR154C-G,,Q3E813
YLR154C-H,,Q12338
YLR154W-B,,P0C5P9
YLR156C-A,,P0CY03
YLR157C-C,,P0C2I5
YLR159C-A,,P0CY05
YLR162W-A,RRT15,Q3E811
YLR222C-A,,Q05946
YLR285C-A,,Q3E771
YLR342W-A,,P38631
YLR412C-A,,Q3E742
YML054C-A,,P00175
YMR030W-A,,Q3E760
YMR141W-A,,P0C5Q4
YMR230W-A,,P46784
YMR307C-A,,P0C5Q5
YNL130C-A,DGR1,Q3E808
YOL164W-A,,Q3E7A5
YOR011W-A,,Q08409
YOR072W-A,,P0C5R2
YOR073W-A,,Q08490
YOR316C-A,,P32798
YOR329W-A,,P0C5R1
YOR376W-A,,Q3E805
YOR381W-A,,Q08905
YPL038W-A,,Q3E7B4
YPL250W-A,,P0C5S0
YPR108W-A,,Q06103
YPR169W-A,,P0C5R7
YAL037C-B,,Q8TGR8
YAL067W-A,,Q8TGK6
YAL068W-A,,Q8TGK7
YAR035C-A,,Q8TGV0
YBL006W-A,,Q8TGQ6
YBL071C-B,,Q8TGU8
YBL100W-C,,Q12491
YBL113W-A,,Q8TGK5
YBR126W-A,MEO1,Q8TGU7
YBR131C-A,,Q8TGQ5
YBR141W-A,,Q8TGQ4
YBR182C-A,,Q8TGU6
YBR223W-A,,Q8TGQ3
YBR296C-A,,Q8TGU5
YBR298C-A,,Q8TGK4
YCR045W-A,,Q8TGQ2
YCR047W-A,,Q8TGQ1
YCR081C-A,,Q8TGQ0
YDL025W-A,,Q8TGP7
YDL086C-A,,Q8TGP8
YDL159C-B,,Q8TGP9
YDR354C-A,,Q8TGP6
YDR464C-A,,Q8TGP5
YDR510C-A,,Q8TGR7
YDR524C-A,,Q8TGR6
YDR545C-A,,P0CL37
YEL008C-A,,Q8TGP3
YEL030C-A,,Q8TGR5
YEL032C-A,,Q8TGP4
YEL077W-A,,P0CX95
YER023C-A,,Q8TGP2
YER088W-B,,Q8TGR4
YER158W-A,,Q8TGR3
YER175W-A,,Q8TGU4
YER190C-A,,P0CL27
YER190C-B,,P0CX94
YFL013W-A,,Q03187
YFL031C-A,,Q8TGU3
YFR032C-B,,P05747
YFR034W-A,,Q8TGR2
YGL007C-A,,Q8TGU0
YGL063C-A,,Q8TGP0
YGL123C-A,,Q8TGP1
YGL188C-A,,Q8TGU1
YGR031C-A,NAG1,Q8TGN9
YGR068W-A,,Q8TGN8
YGR146C-A,,Q8TGT9
YGR174W-A,,Q8TGT8
YGR204C-A,,Q8TGT7
YGR270C-A,,Q8TGN7
YGR296C-A,,P0CL28
YGR296C-B,,P0CX96
YHL050W-A,,P0C5B8
YHR022C-A,,Q8TGT6
YHR032C-A,,Q8TGT5
YHR052W-A,,P38779
YHR054W-A,,P0CL33
YHR137C-A,,Q8TGN6
YHR212W-A,,P0CX91
YHR213W-A,,Q8TGT4
YHR213W-B,,Q8TGK1
YHR214C-D,,O13535
YHR214C-E,,O13535
YHR219C-A,,P0CL34
YIL021C-A,,Q8TGN4
YIL105W-A,,Q8TGN5
YIL177W-A,,P0CL41
YJL020W-A,,Q8TGN2
YJL026C-A,,Q8TGJ8
YJL077W-A,,Q8TGN3
YJL077W-B,,Q8TGT3
YJL222W-A,,P40890
YJL222W-B,,P0CL24
YJL225W-A,,P0CL42
YJR140W-A,,Q8TGN1
YKL096C-B,,Q8TGT2
YKL156C-A,,Q8TGN0
YKR075W-A,,Q8TGM9
YLL019W-A,,Q8TGM8
YLL066W-A,,P0CY00
YLL066W-B,,Q8TGJ7
YLL067W-A,,P0CY01
YLR120W-A,,Q8TGR1
YLR154W-A,,Q8TGM6
YLR154W-E,,Q8TGM5
YLR157W-D,,P0CE99
YLR157W-E,,P0CF00
YLR286W-A,,Q8TGM4
YLR299C-A,,Q8TGM3
YLR347W-A,,Q8TGM2
YLR399W-A,,Q8TGM1
YLR406C-A,,P0C2H9
YLR437C-A,,Q8TGR0
YLR466C-A,,P0CL38
YLR466C-B,,Q8TGJ4
YLR467C-A,,P0CL39
YML100W-A,,P38427
YML133W-A,,P0CL29
YML133W-B,,P0CL35
YMR001C-A,,P32562
YMR105W-A,,Q8TGS8
YMR182W-A,,Q8TGS7
YMR242W-A,,Q8TGS6
YMR272W-A,,Q8TGM0
YMR272W-B,,Q8TGS5
YMR315W-A,,Q8TGS4
YNL024C-A,KSH1,Q8TGJ3
YNL097C-B,,P0C271
YNL097W-A,,Q8TGL8
YNL103W-A,,Q8TGQ9
YNL144W-A,,Q8TGL9
YNL339W-A,,P0CL30
YNL339W-B,,P0CL36
YNR003W-A,,Q8TGL7
YNR075C-A,,Q8TGJ2
YOL019W-A,,Q8TGS2
YOL085W-A,,Q8TGQ8
YOL166W-A,,Q8TGJ1
YOR032W-A,,Q8TGS1
YOR108C-A,,Q8TGL6
YOR161C-C,,Q8TGS0
YOR161W-A,,Q8TGL5
YOR161W-B,,Q8TGL4
YOR186C-A,,Q8TGL3
YOR231C-A,,Q8TGL2
YOR335W-A,,Q8TGL1
YOR394C-A,,Q8TGJ0
YOR396C-A,,P0CL40
YPL135C-A,,Q8TGK9
YPL152W-A,,Q12461
YPL222C-A,,Q8TGL0
YPL283W-A,,P0CL31
YPL283W-B,,P0CX97
YPR159C-A,,Q8TGQ7
YPR160C-A,,Q8TGK8
YPR204C-A,,P0CX98
YAL016C-A,,A0A023PYC6
YAL019W-A,,P31380
YAL026C-A,,P39524
YAL031W-A,,A0A023PZ94
YAL037C-A,,Q3E741
YAL047W-A,,A0A023PZE2
YAL059C-A,,A0A023PYD0
YAR019W-A,,A0A023PXB0
YBR056W-A,,P39940
YBR109W-A,,P90471
YBR126W-B,,A0A023PXH5
YDR524C-B,,Q3E6R4
YDR524W-C,,P0C1Z1
YEL009C-A,,P03069
YEL018C-A,,A0A023PYD9
YEL034C-A,,Q02217
YEL053W-A,,A0A023PXC2
YER006C-A,,A0A023PXI8
YER038W-A,FMP49,A0A023PZB3
YER046W-A,,P40031
YER067C-A,,A0A023PYE4
YER068C-A,,A0A023PXC7
YER076W-A,,A0A023PXJ3
YER079C-A,,A0A023PZB8
YER084W-A,,A0A023PZG0
YER087C-A,,P52870
YER088C-A,,P40059
YER107W-A,,A0A023PXJ7
YER133W-A,,P32598
YER137W-A,,A0A023PZG5
YER145C-A,,P40088
YER147C-A,,P40090
YER148W-A,,P13393
YER152W-A,,A0A023PZC7
YER165C-A,,A0A023PZH1
YER172C-A,,P32639
YER188C-A,,P0C0V2
YFL015W-A,,A0A023PXD9
YFL021C-A,,A0A023PXK7
YFR036W-A,,P14724
YFR052C-A,,A0A023PZH4
YGL006W-A,,P38929
YHL002C-A,,A0A023PYG1
YHL006W-A,,A0A023PXE5
YHL019W-A,,A0A023PXL1
YHL030W-A,,P38737
YHL034W-A,,A0A023PZH9
YHL046W-A,,A0A023PYG5
YHR028W-A,,A0A023PXE8
YHR056W-A,,A0A023PXL7
YHR063W-A,,A0A023PZE1
YHR069C-A,,P38792
YHR070C-A,,A0A023PYH0
YHR071C-A,,A0A023PXF2
YHR131W-A,,A0A023PXM2
YHR165W-A,,A0A023PZE4
YHR182C-A,,A0A023PZI9
YHR193C-A,,P38879
YHR218W-A,,A0A023PXF5
YIL020C-A,,A0A023PXM7
YIL029W-A,,A0A023PZE9
YIL030W-A,,A0A023PZJ3
YIL047C-A,,P40528
YIL066W-A,,A0A023PXF8
YIL068W-A,,A0A023PXN3
YIL071W-A,,A0A023PZF3
YIL100C-A,,Q03884
YIL115W-A,,A0A023PZJ9
YIL142C-A,,A0A023PYI2
YIL156W-A,,P40453
YIL171W-A,,P40440
YIR017W-A,,Q03885
YIR020C-B,,Q03888
YIR023C-A,,A0A023PZF9
YIR030W-A,,A0A023PZK4
YIR036W-A,,A0A023PYI5
YJL047C-A,,P47050
YJL133C-A,,Q3E7A3
YJL136W-A,,Q3E801
YLR264C-A,,Q3E732
YML031C-A,,A0A023PXH2
YNL067W-B,,P51401
YOL013W-A,,Q870I1
YOL038C-A,,Q3E7Z9
YAL063C-A,,P39712
YBL039C-A,,P28274
YBR121C-A,,P38088
YBR196C-B,,Q3E778
YBR221W-A,,Q3E781
YCR024C-B,,Q3E7Z8
YDR003W-A,,Q3E7Z7
YDR118W-A,,Q04601
YDR320W-B,,P0C5M0
YDR371C-A,,P0C5M1
YFR009W-A,,P43535
YFR010W-A,,P43593
YGL014C-A,,P0C5N1
YGL041W-A,,P0C5N3
YGR035W-A,,Q45U48
YHL015W-A,,P38701
YHL048C-A,,Q3E758
YHR007C-A,,P10614
YHR032W-A,,P0C5N6
YHR050W-A,,Q05451
YHR073C-B,,P0C5N4
YHR073W-A,,P38713
YIL002W-A,,Q3E7Z5
YIL046W-A,,P39014
YIR018C-A,,Q3E7Z3
YIR021W-A,,P07266
YJL197C-A,,P0C5P0
YKL100W-A,,P0C5P2
YKL145W-A,,P33299
YLR154W-F,,P0C5Q0
YLR163W-A,,P0C5P6
YLR361C-A,,Q05924
YLR364C-A,,P0C5Q1
YMR013C-A,,P20048
YMR175W-A,,Q3E766
YMR247W-A,,Q3E782
YNL042W-B,,Q3E7Z2
YNL146C-A,,Q3E7Z1
YNL277W-A,,Q3E7Z0
YOL083C-A,,P0C5R4
YOL097W-A,,Q3E7Y9
YOL155W-A,,Q3E7Y8
YOR034C-A,,Q12013
YOR192C-C,,Q12113
YOR293C-A,,Q3E7Y7
YPL119C-A,,Q3E751
YPR160W-A,,P06738
YPR170W-A,,P0C5R9
R0010W,FLP1,P03870
R0030W,RAF1,Q06891
R0020C,REP1,P03871
R0040C,REP2,P03872
YHR199C-A,NBL1,Q3E7Y6
YCL012C,,Q8J0M4
YBR230W-A,,Q3E762
YCR095W-A,,Q3E787
YER090C-A,,P0C5M8
YGR161W-C,,P0CX64
YBR201C-A,,Q2V2Q3
YBR056C-B,,P0C5L0
YGL194C-A,,P53096
YCL048W-A,,Q2V2Q2
YDR461C-A,,Q2V2P7
YDR374W-A,WIP1,Q2V2P8
YDR119W-A,COX26,Q2V2P9
YDL007C-A,,Q2V2Q0
YKL023C-A,,Q2V2P3
YKL065W-A,,Q2V2P2
YLR146W-A,,Q2V2P1
YIL102C-A,,Q2V2P5
YPR145C-A,,Q2V2P0
YDR014W-A,HED1,Q03937
YPR010C-A,,A5Z2X5
YCL054W-A,RDT1,P25582
